matchID,matchDuration,win,champID,champName,position,lane,role,side,dragons,heralds,barons,towers,kills,deaths,assists,vision,gold,level,minions,objDamage,turretDamage,champDamage,takenDamage,oppGold,oppLevel,oppMinions,gold@10,level@10,minions@10,oppGold@10,oppLevel@10,oppMinions@10
KR_6095964211,1397,False,50,Swain,MIDDLE,MIDDLE,SOLO,Red,0,0,0,0,9,4,2,11,9795,13,120,434,188,18942,25667,9486,13,133,3002,8,63,4160,9,76
KR_5953279731,1961,False,68,Rumble,TOP,TOP,SOLO,Blue,1,2,0,3,3,4,4,44,12392,16,243,9663,1075,26434,26323,17980,18,284,4164,9,86,3844,8,90
KR_4955814427,1209031,True,37683774,Zed,MIDDLE,MIDDLE,SOLO,Red,2,0,0,7,6,3,4,13,7918,13,137,1445,1185,12574,11744,6933,11,113,3941,9,74,3453,8,57
KR_5459590247,2214549,True,51,Caitlyn,BOTTOM,BOTTOM,CARRY,Blue,3,1,1,10,8,5,9,32,15044,16,218,17275,3628,25133,25412,15525,15,226,4157,7,86,3605,7,86
KR_6073079213,1459,False,895,Nilah,BOTTOM,BOTTOM,CARRY,Red,0,1,0,3,1,8,2,5,7717,12,167,5410,2819,10343,17941,17921,15,225,3858,8,77,5950,8,84
KR_6074668853,2044,False,555,Pyke,UTILITY,BOTTOM,SUPPORT,Red,1,2,0,5,12,10,12,152,13275,13,58,2347,355,12991,26818,8802,14,19,4023,5,19,2339,4,7
KR_5790051238,1283,False,20,Nunu,MIDDLE,MIDDLE,SOLO,Blue,1,1,0,4,7,7,3,8,9485,13,121,3497,468,13679,19711,8249,13,133,3783,8,75,3957,9,59
KR_5969875781,1115,True,887,Gwen,TOP,NONE,SUPPORT,Blue,2,1,0,8,6,1,2,9,9389,13,167,5147,3951,11581,13992,4877,10,89,4603,9,79,2798,7,58
KR_5192011739,2043050,True,98,Shen,JUNGLE,JUNGLE,NONE,Blue,3,2,1,10,3,7,11,30,11935,16,26,31209,399,12017,31674,9949,15,32,3287,7,61,3470,7,56
KR_6018445246,1378,True,895,Nilah,BOTTOM,BOTTOM,CARRY,Blue,2,0,1,11,19,1,6,8,16980,16,197,20094,7750,32394,22566,8133,12,157,6220,9,98,4079,7,67
KR_5663646764,2015,True,21,MissFortune,BOTTOM,BOTTOM,CARRY,Blue,1,1,1,11,7,8,9,24,12556,15,156,4120,3331,14884,24016,11911,16,214,3000,6,54,3884,9,80
KR_5947682491,1761,True,24,Jax,TOP,TOP,SOLO,Blue,3,1,1,11,14,2,3,14,16459,18,215,17687,12243,25188,27475,9834,14,199,4558,10,66,3194,8,80
KR_4886486009,920021,False,37552700,Fiora,TOP,NONE,SUPPORT,Red,0,1,0,1,1,4,0,9,5438,9,98,1441,1441,5004,10768,5708,10,104,3489,8,74,3663,9,77
KR_5182905880,1890868,False,517,Sylas,TOP,TOP,SOLO,Red,3,1,0,2,2,7,5,12,8816,14,111,2457,0,10985,31104,15029,17,232,2875,8,45,3878,9,88
KR_5183075849,618022,False,31,Chogath,TOP,NONE,DUO,Red,0,0,0,0,1,1,0,2,3414,8,78,0,0,3320,5151,3741,8,76,3414,8,78,3741,8,76
KR_5316033268,1342893,False,234,Viego,TOP,TOP,SOLO,Red,0,0,0,1,3,6,0,8,7209,12,118,2782,2782,10569,18608,7275,13,118,3719,9,63,2755,8,53
KR_6079540772,1530,False,131,Diana,JUNGLE,JUNGLE,NONE,Blue,1,1,0,3,6,4,4,23,11198,15,29,24265,4214,20944,19560,11889,14,13,4525,8,71,4773,8,73
KR_6050272505,1039,False,41,Gangplank,TOP,NONE,DUO,Red,0,0,0,0,0,3,0,6,5314,11,130,0,0,6034,14766,6752,11,102,3826,9,103,3511,9,65
KR_5693849392,1541,False,58,Renekton,TOP,TOP,SOLO,Blue,2,0,0,0,1,6,2,19,5782,11,84,753,753,4760,23997,12073,14,174,2666,8,35,4129,9,83
KR_5716466480,1597,True,43,Karma,UTILITY,BOTTOM,SOLO,Red,2,0,1,6,0,5,15,70,7193,12,25,6115,1186,7826,12714,8747,11,19,2636,5,3,3890,7,5
KR_5806364504,1133,True,51,Caitlyn,BOTTOM,NONE,SUPPORT,Red,2,1,0,7,1,2,7,13,7752,11,156,5898,4378,8155,6216,5520,9,110,3680,7,82,3043,6,56
KR_5316009956,1518857,False,141,Kayn,JUNGLE,JUNGLE,NONE,Red,0,0,0,0,5,8,4,16,8674,12,28,1307,0,9637,27228,10111,14,21,3551,7,69,4305,7,53
KR_5043286182,1750800,True,56,Nocturne,MIDDLE,MIDDLE,SOLO,Blue,3,1,0,8,5,8,12,26,11635,15,176,1641,127,11138,28350,10294,15,201,4058,8,65,3799,9,84
KR_5800530602,1112,False,145,Kaisa,BOTTOM,NONE,SUPPORT,Blue,0,0,0,1,2,7,0,2,4630,7,72,0,0,5423,8972,6384,10,29,3266,6,55,3360,7,19
KR_6054376527,2265,False,145,Kaisa,BOTTOM,BOTTOM,CARRY,Red,2,1,1,8,10,5,6,38,16022,16,227,16316,3154,25224,30073,14914,16,198,3697,7,67,3417,6,75
KR_6029067480,2175,False,90,Malzahar,UTILITY,BOTTOM,SUPPORT,Blue,1,1,0,8,4,11,14,68,12886,16,117,8044,4518,25693,26243,12138,17,55,3495,6,25,2810,6,16
KR_5025816734,1619827,False,201,Braum,UTILITY,BOTTOM,SUPPORT,Red,0,0,0,1,1,2,6,56,6268,12,35,294,294,3057,15233,7357,12,32,3106,7,18,2428,6,17
KR_6040033969,1256,True,15,Sivir,BOTTOM,BOTTOM,CARRY,Blue,1,2,0,9,9,1,7,19,11256,12,161,8806,6542,16467,9252,5849,9,96,4638,7,75,2638,6,50
KR_6094442844,1128,False,141,Kayn,JUNGLE,NONE,SUPPORT,Blue,0,0,0,0,3,4,1,11,6343,10,2,2792,0,6448,14671,5947,11,99,3852,7,53,3652,8,66
KR_5726023642,1556,False,145,Kaisa,BOTTOM,BOTTOM,CARRY,Blue,0,0,0,2,5,2,1,14,11710,12,218,5987,3141,10633,9253,10366,13,169,3771,7,106,3331,6,82
KR_5991984471,1620,False,39,Irelia,TOP,TOP,SOLO,Blue,1,1,0,2,9,7,2,17,14825,16,233,6882,2692,18484,28020,14154,16,136,4070,8,72,4797,9,60
KR_5337422520,974598,False,53,Blitzcrank,UTILITY,NONE,SUPPORT,Red,0,1,0,0,2,5,0,4,3646,7,11,0,0,3359,9642,4586,8,16,2354,6,11,2884,6,13
KR_6099473977,1227,False,429,Kalista,MIDDLE,MIDDLE,SOLO,Red,0,0,0,0,3,8,2,7,6586,10,106,1402,1402,7137,15582,10997,13,24,4144,8,68,5971,9,75
KR_6048908466,1403,False,64,LeeSin,JUNGLE,JUNGLE,NONE,Blue,0,0,0,0,9,8,2,17,8884,11,24,1456,0,10191,23267,14569,15,55,4367,7,60,4956,9,84
KR_5099853227,2379397,True,17,Teemo,TOP,TOP,SOLO,Blue,2,1,1,11,16,9,8,32,18707,18,168,18745,14064,46874,30973,17350,18,210,4882,9,78,3025,8,60
KR_5762158609,1658,False,53,Blitzcrank,Invalid,NONE,NONE,Red,1,2,0,3,1,12,7,36,6569,11,24,1653,1240,8316,23254,10238,15,2,2530,6,12,2936,6,0
KR_6072225878,1125,False,111,Nautilus,UTILITY,NONE,SUPPORT,Blue,0,1,0,0,3,4,1,24,6124,8,34,356,114,3249,13871,5842,9,7,2742,6,20,3088,6,3
KR_6096629008,1860,True,245,Ekko,JUNGLE,JUNGLE,NONE,Red,3,1,1,11,5,4,9,18,11293,15,14,28053,1565,20721,33259,12472,15,66,3503,7,64,4433,8,84
KR_6090543490,2783,True,126,Jayce,TOP,MIDDLE,DUO,Blue,5,1,1,10,7,4,11,62,19853,18,309,40151,9648,59121,26997,16376,18,265,4602,9,101,2923,8,66
KR_6057295009,1912,False,412,Thresh,UTILITY,BOTTOM,SUPPORT,Red,2,1,0,4,1,7,16,71,8186,12,37,4590,1088,9589,27098,10152,14,23,3039,7,17,2469,6,12
KR_6049461383,2618,False,53,Blitzcrank,UTILITY,BOTTOM,SUPPORT,Blue,0,0,1,4,1,5,18,91,10238,16,37,890,890,12662,36013,12365,18,53,2556,6,13,2427,6,8
KR_5431770425,1830781,False,555,Pyke,UTILITY,BOTTOM,SUPPORT,Red,1,0,0,0,2,6,4,38,9308,13,33,0,0,6179,14090,12554,16,192,2378,6,16,3274,9,78
KR_5446910047,1544261,True,67,Vayne,BOTTOM,BOTTOM,CARRY,Blue,3,1,1,7,9,0,7,22,13263,14,198,10975,6175,14111,9885,8222,11,183,4400,7,84,3331,7,85
KR_6051995221,1714,False,163,Taliyah,MIDDLE,MIDDLE,SOLO,Red,1,1,0,1,6,8,10,14,12540,15,178,1929,1668,24555,22558,12509,16,181,3960,9,73,4151,9,86
KR_5986234141,1839,False,25,Morgana,UTILITY,BOTTOM,SUPPORT,Blue,0,1,0,4,9,8,15,42,10296,14,22,3931,1311,21272,24818,9927,14,19,3067,6,2,4176,7,5
KR_5712205042,1465,True,122,Darius,TOP,MIDDLE,DUO,Red,3,2,1,11,6,2,4,26,11551,15,137,15209,8613,12014,17955,8515,11,91,4390,9,77,3348,7,51
KR_5685670290,1873,False,14,Sion,TOP,TOP,SOLO,Blue,1,1,0,5,6,8,5,13,11011,16,182,2699,2699,23941,57178,10875,16,151,3241,8,81,3488,9,67
KR_5523489709,1544,True,145,Kaisa,BOTTOM,BOTTOM,CARRY,Blue,1,0,1,10,16,1,1,13,16354,16,256,27501,9223,29254,13962,10264,12,194,5591,7,89,4486,6,69
KR_5776981296,1356,False,157,Yasuo,JUNGLE,JUNGLE,NONE,Blue,0,1,0,2,0,10,4,10,6284,11,81,4022,2481,4165,14943,13538,15,199,2193,7,26,5492,9,92
KR_5977614253,1570,True,21,MissFortune,BOTTOM,BOTTOM,CARRY,Blue,3,0,1,6,8,5,2,31,12500,14,173,24830,9755,22142,15283,12020,14,175,4303,7,66,3416,8,85
KR_6057276075,2153,True,112,Viktor,MIDDLE,MIDDLE,DUO,Blue,3,1,1,7,9,3,10,27,13815,17,202,9544,2679,32090,16660,14870,17,43,4230,9,82,3950,7,65
KR_6080489432,1960,True,81,Ezreal,BOTTOM,BOTTOM,CARRY,Blue,1,1,1,8,7,9,10,31,15090,17,199,25541,6787,30187,23992,25846,18,254,3568,6,68,5991,8,91
KR_5889715042,911,True,421,RekSai,JUNGLE,NONE,SUPPORT,Blue,2,1,0,3,5,0,2,12,6087,9,9,10994,0,6176,10267,4117,9,9,4209,7,67,3159,7,60
KR_6072900622,1944,False,33,Rammus,JUNGLE,JUNGLE,NONE,Blue,3,1,0,4,8,6,8,18,11865,16,30,28560,450,21511,38460,16674,18,69,4517,8,62,3808,7,71
KR_6004100080,926,False,360,Samira,BOTTOM,NONE,SUPPORT,Red,1,0,0,1,1,8,1,4,5209,8,94,1692,1692,6817,12154,10536,10,94,3358,6,55,7140,8,74
KR_5788875219,1553,False,350,Yuumi,UTILITY,BOTTOM,SUPPORT,Blue,1,0,0,1,0,3,2,47,5589,11,21,719,330,3940,7539,7517,12,11,2404,6,7,3411,7,2
KR_5578473178,1447,True,23,Tryndamere,TOP,TOP,DUO,Blue,2,1,1,11,8,5,6,26,12102,14,141,30815,8157,14825,25688,9004,13,120,3926,8,67,3956,8,54
KR_4913762147,1983592,False,37225015,Sylas,TOP,TOP,SOLO,Blue,0,1,0,4,6,9,4,25,11796,16,171,1321,180,18245,35197,11949,16,119,3407,9,58,3732,8,43
KR_6078154492,2257,False,360,Samira,BOTTOM,JUNGLE,NONE,Red,4,1,0,7,5,12,13,22,13174,15,151,7729,2363,23283,29912,20474,17,240,3022,6,62,4983,6,81
KR_5450059807,1689696,False,89,Leona,UTILITY,BOTTOM,SUPPORT,Blue,2,2,0,3,0,4,11,52,6563,12,35,0,0,4218,13498,7551,12,12,2532,6,15,3169,7,2
KR_4883408927,2097234,True,37814848,Karma,UTILITY,BOTTOM,SUPPORT,Red,3,1,1,11,9,4,19,82,12252,15,10,7466,2567,21479,19086,9324,14,47,4189,6,3,3205,6,9
KR_6063040800,1045,False,92,Riven,TOP,NONE,SUPPORT,Red,0,0,0,0,1,6,1,4,4670,9,81,0,0,5493,11088,9892,12,145,3112,8,67,5061,10,95
KR_6069046709,935,True,62,MonkeyKing,JUNGLE,NONE,SUPPORT,Red,1,1,0,2,1,1,6,6,6550,10,3,15423,0,2894,11545,5105,9,8,4496,7,64,3784,7,58
KR_5772251278,958,True,64,LeeSin,JUNGLE,NONE,SUPPORT,Red,1,1,0,9,5,1,4,14,7744,10,8,19022,4662,4443,10999,3741,7,6,4449,7,59,3008,7,57
KR_6093502136,2085,False,266,Aatrox,TOP,TOP,SOLO,Blue,2,0,0,5,10,11,1,22,14568,17,202,12724,5780,26726,49420,15173,18,206,3971,9,67,3983,9,60
KR_5780431085,1760,True,104,Graves,TOP,JUNGLE,NONE,Red,3,1,1,10,16,9,10,33,18752,18,170,25166,17815,45631,37939,12196,15,200,4481,9,51,4062,8,63
KR_5747088631,1940,False,53,Blitzcrank,UTILITY,MIDDLE,SUPPORT,Blue,0,0,0,1,1,6,16,68,7364,13,34,0,0,5899,21240,9483,14,39,2314,6,13,2720,6,5
KR_6048723893,1363,False,114,Fiora,TOP,TOP,SOLO,Red,1,0,0,0,1,3,5,5,6482,12,107,1165,0,14372,26269,10624,14,197,3073,8,62,3804,9,92
KR_5964194291,1791,True,39,Irelia,TOP,TOP,SOLO,Blue,3,0,0,8,11,6,19,26,16715,18,249,5832,5832,32839,31130,16620,16,212,4212,8,78,4899,9,81
KR_5813395305,1884,True,875,Sett,TOP,TOP,SOLO,Red,2,0,0,6,5,7,4,15,9913,15,129,6225,4337,17383,28074,15158,16,215,2927,8,44,4458,9,81
KR_5949301238,1769,False,96,KogMaw,BOTTOM,BOTTOM,CARRY,Red,3,1,0,5,2,12,5,34,10964,14,174,7854,4669,13264,22394,14341,15,195,3533,7,49,4773,7,70
KR_6007325445,1286,True,147,Seraphine,BOTTOM,BOTTOM,CARRY,Blue,2,1,0,7,8,5,8,8,10270,12,159,7424,4331,13239,13558,7636,12,12,4703,7,73,3951,7,53
KR_5738423464,1779,True,64,LeeSin,JUNGLE,JUNGLE,NONE,Blue,2,1,1,8,5,2,14,28,12549,15,19,23915,1847,17948,32473,13172,15,63,4777,8,64,4857,8,63
KR_5198838384,1688640,True,875,Sett,TOP,MIDDLE,SOLO,Red,2,0,0,9,13,6,8,23,13974,15,185,16546,14655,29286,31685,6768,14,99,5138,9,91,2251,7,34
KR_6054981303,2097,False,150,Gnar,TOP,TOP,SOLO,Blue,2,0,0,5,0,4,3,18,11214,17,226,5626,5626,16466,26345,15765,18,252,3103,9,72,3574,9,86
KR_5293750400,1066323,False,7,Leblanc,JUNGLE,NONE,SUPPORT,Blue,0,0,0,1,1,2,0,3,3728,8,47,0,0,2176,5229,8146,12,151,2795,8,44,3641,9,85
KR_6057131312,1224,True,91,Talon,JUNGLE,JUNGLE,NONE,Blue,1,2,0,9,3,1,4,26,8649,11,19,24772,0,7264,13893,6961,11,35,4508,7,69,4556,8,72
KR_6014827179,1409,True,58,Renekton,TOP,TOP,SOLO,Red,2,1,1,7,2,7,7,11,9754,14,133,4701,2726,13985,24310,7088,12,93,3628,8,57,3604,9,70
KR_6069994337,1171,False,22,Ashe,UTILITY,NONE,SUPPORT,Blue,0,1,0,1,0,7,4,32,4567,9,15,488,366,6148,12990,6380,10,18,2719,6,9,3243,6,12
KR_6069917499,1856,False,141,Kayn,TOP,TOP,SOLO,Blue,1,1,0,3,2,7,5,30,10075,15,177,3817,2436,18634,28252,10952,16,206,3444,9,78,3707,9,78
KR_6039746596,1144,False,114,Fiora,TOP,NONE,DUO,Blue,0,0,0,0,1,3,1,1,5657,11,130,786,0,10062,12451,7006,12,120,3331,8,83,3505,9,69
KR_5212035387,2153423,False,163,Taliyah,JUNGLE,JUNGLE,NONE,Red,1,1,0,3,11,10,10,48,13398,16,37,16374,0,21986,24609,13407,17,35,4491,7,49,3461,6,49
KR_5489891963,1523181,False,126,Jayce,TOP,TOP,SOLO,Blue,0,1,0,2,3,10,3,10,7392,11,121,3120,3120,11507,15088,10270,14,126,3326,8,68,4000,9,63
KR_6019315187,1301,True,11,MasterYi,JUNGLE,JUNGLE,NONE,Blue,1,2,1,11,8,4,1,9,10935,14,25,47059,4269,8703,19641,6044,12,122,4624,7,65,3339,9,69
KR_6097833432,1864,True,43,Karma,UTILITY,BOTTOM,SUPPORT,Red,3,2,1,11,2,1,12,57,9082,12,25,4271,2036,14712,12035,11746,14,233,3244,6,3,3690,8,84
KR_6047085695,2095,True,127,Lissandra,MIDDLE,MIDDLE,SOLO,Red,1,0,1,6,7,6,13,24,13866,18,235,7219,2066,27134,29711,13382,16,220,3909,9,88,3650,8,75
KR_6091778627,2005,True,523,Aphelios,BOTTOM,BOTTOM,CARRY,Blue,3,1,1,10,10,5,9,35,17754,16,231,32524,16496,34800,24070,12147,15,184,5570,9,102,2423,5,42
KR_5975120874,2110,True,81,Ezreal,MIDDLE,MIDDLE,CARRY,Blue,2,1,0,10,10,6,4,18,16039,18,208,2682,1846,36036,25971,18701,18,176,3923,9,66,4250,9,66
KR_5811555587,1379,False,60,Elise,JUNGLE,JUNGLE,NONE,Red,1,0,0,2,9,5,4,33,9554,12,23,4366,5,11851,14726,9959,13,28,3950,7,58,4175,7,61
KR_5894826880,1928,False,157,Yasuo,MIDDLE,TOP,DUO,Red,0,2,1,6,0,13,4,9,9495,14,130,8556,4426,8400,27259,14124,17,178,2668,8,43,4429,9,74
KR_6052083673,1609,False,41,Gangplank,TOP,TOP,SOLO,Blue,1,2,1,0,3,6,2,12,10272,14,164,741,0,16537,21652,10763,15,147,3383,9,78,3595,8,70
KR_5987189476,982,True,106,Volibear,TOP,NONE,SUPPORT,Red,1,1,0,3,4,1,3,6,8396,12,130,5222,5222,11328,13914,4412,10,74,4455,9,85,3153,8,51
KR_5950404771,1432,False,163,Taliyah,MIDDLE,MIDDLE,SOLO,Blue,0,0,0,1,2,9,5,18,9007,13,177,563,563,16986,17764,10350,14,134,4055,9,74,3521,8,55
KR_6096640257,1623,False,157,Yasuo,BOTTOM,BOTTOM,CARRY,Blue,2,0,0,3,4,5,2,34,10861,13,229,6016,2056,10728,17409,11835,14,206,4465,7,76,3787,7,81
KR_5805825377,1223,True,53,Blitzcrank,UTILITY,BOTTOM,SUPPORT,Blue,2,2,0,8,0,2,10,18,6207,11,31,2713,2508,4022,5847,6318,10,24,2902,7,16,2850,6,13
KR_6025569433,2043,True,81,Ezreal,UTILITY,BOTTOM,CARRY,Blue,2,2,1,10,26,9,9,26,19057,17,131,18244,3148,56024,34906,9735,14,35,3581,6,51,3250,6,7
KR_5077775021,1349569,False,51,Caitlyn,BOTTOM,BOTTOM,CARRY,Blue,0,0,0,2,5,5,3,11,8550,11,147,2164,2064,8716,12826,8771,11,134,4188,7,88,3922,7,80
KR_5487663649,1510796,True,78,Poppy,JUNGLE,JUNGLE,NONE,Blue,0,1,1,9,3,5,9,27,8209,13,12,5063,1887,7426,19249,9806,14,36,3836,7,50,4067,7,56
KR_5413610924,1960154,True,101,Xerath,MIDDLE,MIDDLE,SOLO,Blue,4,2,0,10,9,6,11,63,13603,16,184,2400,1459,29043,15169,11894,16,188,4930,9,75,3784,8,85
KR_6074138555,1213,False,59,JarvanIV,JUNGLE,JUNGLE,NONE,Blue,0,1,0,1,1,7,4,8,5740,9,12,15891,863,4006,17498,8089,12,27,3105,6,41,3299,7,54
KR_6058901705,1642,True,51,Caitlyn,BOTTOM,TOP,SOLO,Red,2,1,1,11,8,8,5,13,12884,13,143,13545,11871,28584,19471,12342,14,168,3888,7,79,3948,6,57
KR_5113960908,1881006,False,114,Fiora,TOP,TOP,SOLO,Blue,1,1,1,2,2,14,4,17,9172,14,140,5510,1463,12830,33253,14245,17,154,2907,7,55,4872,10,78
KR_6082195442,1216,True,126,Jayce,TOP,TOP,SOLO,Red,2,2,0,6,3,4,5,14,9943,13,176,8676,8676,14077,11034,6837,12,118,4004,9,96,4089,9,68
KR_6084653958,1934,True,164,Camille,TOP,TOP,SOLO,Red,3,2,2,10,20,6,5,34,18469,18,231,20268,11424,45825,44872,12092,16,217,4441,9,83,4314,9,68
KR_6066808156,1721,True,9,FiddleSticks,JUNGLE,JUNGLE,NONE,Red,4,1,1,9,4,3,14,91,10556,14,22,33423,1206,14788,23005,9878,14,14,3746,8,69,4127,7,57
KR_5747228922,1331,False,555,Pyke,UTILITY,BOTTOM,SUPPORT,Red,0,0,0,1,6,8,6,42,8410,10,37,456,456,7719,13634,6944,11,30,4293,7,22,3154,7,20
KR_5920175475,1828,False,91,Talon,MIDDLE,MIDDLE,CARRY,Blue,0,2,0,4,6,8,4,10,11732,15,177,1546,0,17995,31432,14452,16,169,3546,9,59,4724,8,75
KR_5830096611,1623,False,497,Rakan,UTILITY,BOTTOM,SUPPORT,Red,0,1,0,1,0,6,11,59,6020,11,34,0,0,4624,12460,6997,13,27,2459,6,19,2877,7,16
KR_5448861027,1873106,True,238,Zed,MIDDLE,MIDDLE,SOLO,Red,4,2,2,9,11,5,6,30,14864,18,214,8144,4830,27063,22149,10722,15,155,4435,9,78,2845,8,60
KR_6081211566,1463,False,157,Yasuo,BOTTOM,BOTTOM,CARRY,Blue,0,1,0,3,5,9,3,14,7138,10,76,2614,452,11249,19057,11445,14,144,3809,7,47,3693,7,71
KR_5340623732,2015266,False,35,Shaco,JUNGLE,JUNGLE,NONE,Red,0,2,0,3,9,7,4,35,13999,14,19,21850,443,13802,23727,12377,16,30,4652,7,71,3486,7,56
KR_5785395132,965,False,112,Viktor,TOP,NONE,SUPPORT,Blue,0,0,0,0,1,3,1,11,4670,10,100,542,542,5203,6369,6139,11,130,3317,8,65,3806,9,79
KR_5858043914,1933,True,104,Graves,JUNGLE,JUNGLE,NONE,Blue,3,0,1,7,14,6,7,25,16272,16,88,29049,8060,26473,23918,12875,15,37,3441,7,66,4094,7,64
KR_4955701409,1623778,False,37618237,Elise,JUNGLE,JUNGLE,NONE,Red,0,1,0,1,5,10,2,13,8555,12,31,8504,334,12848,24894,9008,13,125,3264,6,45,3251,7,57
KR_5777886216,2070,True,14,Sion,MIDDLE,MIDDLE,SOLO,Red,3,1,1,10,4,4,7,19,14696,18,266,20276,20276,28013,45870,13718,17,219,3656,9,84,3366,8,90
KR_5918290560,1550,False,150,Gnar,TOP,TOP,SOLO,Red,2,1,0,4,6,5,5,33,11523,14,185,4184,3528,24941,28779,8565,14,125,4379,9,91,3032,9,61
KR_5382512648,1319352,False,110,Varus,BOTTOM,BOTTOM,CARRY,Red,0,0,0,0,3,10,5,5,7089,11,132,559,559,11249,16287,9806,12,152,3763,7,82,3934,7,83
KR_6051542377,1572,True,145,Kaisa,BOTTOM,BOTTOM,CARRY,Red,3,2,1,7,12,1,8,25,14059,14,181,19503,3300,22273,14333,9824,12,157,3992,7,88,3559,7,94
KR_6096760495,1484,True,112,Viktor,MIDDLE,MIDDLE,DUO,Red,2,1,1,7,17,3,8,7,13693,14,152,13927,7858,31279,13817,4179,9,25,5475,9,85,1863,4,4
KR_6050233853,1447,True,245,Ekko,JUNGLE,JUNGLE,NONE,Red,3,1,0,10,19,6,8,10,13761,15,35,25803,647,33655,31745,7220,11,8,4198,7,60,4095,7,54
KR_5574547004,1406,False,222,Jinx,BOTTOM,BOTTOM,CARRY,Blue,0,0,0,0,4,10,2,13,7173,11,104,1090,0,6241,16785,9350,14,120,3188,6,55,3938,9,69
KR_5460523423,2050652,True,117,Lulu,UTILITY,BOTTOM,SUPPORT,Blue,2,0,2,7,2,0,15,68,9339,16,21,1843,1000,2141,10287,8675,13,21,2198,6,6,3118,7,4
KR_5392015113,1989022,False,51,Caitlyn,BOTTOM,BOTTOM,CARRY,Red,3,0,0,3,4,10,6,34,11343,14,186,8076,6335,19854,22965,11298,14,142,3694,7,78,3146,7,56
KR_5166552720,1449626,True,222,Jinx,BOTTOM,BOTTOM,CARRY,Blue,2,1,1,10,4,4,4,14,9098,13,159,18967,3460,8601,14234,10752,12,155,3126,6,68,5291,7,79
KR_6089135258,1342,False,51,Caitlyn,BOTTOM,BOTTOM,CARRY,Red,1,1,0,0,0,5,0,13,6149,10,141,362,362,5175,8446,10833,12,183,3274,7,79,4495,7,87
KR_6074654238,1465,False,122,Darius,TOP,TOP,SOLO,Red,0,1,0,0,6,3,2,14,8999,14,160,6036,0,11366,16528,9001,14,150,3386,9,68,3120,8,69
KR_5398819226,1542531,True,412,Thresh,UTILITY,BOTTOM,SUPPORT,Blue,3,1,1,8,1,7,19,59,7699,12,27,2491,1455,6742,16353,5874,11,43,3090,7,14,2842,6,25
KR_6074179568,1463,False,58,Renekton,TOP,TOP,SOLO,Blue,0,0,0,2,3,4,3,11,9538,13,171,3508,3508,10579,17417,9205,14,177,3997,9,93,3945,9,88
KR_5451135865,1487899,True,145,Kaisa,BOTTOM,BOTTOM,CARRY,Blue,3,1,0,5,12,4,9,18,15009,14,219,11486,11486,27502,15577,7988,11,158,4915,7,91,2963,6,59
KR_6073548311,2376,False,18,Tristana,BOTTOM,BOTTOM,CARRY,Blue,1,1,1,3,7,5,9,63,17730,18,293,17398,2865,38782,27549,22277,18,328,3596,7,97,4160,7,102
KR_5548881755,1900,False,267,Nami,UTILITY,BOTTOM,SUPPORT,Blue,1,0,1,2,1,13,16,44,8717,14,11,1382,1022,6748,22573,13596,16,28,2689,6,1,4365,7,59
KR_5783084904,1480,True,18,Tristana,BOTTOM,MIDDLE,DUO,Blue,2,1,1,9,17,2,5,11,14591,14,161,23309,14662,23264,18165,7266,12,156,5829,7,79,2994,6,70
KR_6049212548,1452,False,58,Renekton,TOP,JUNGLE,NONE,Blue,0,0,0,2,7,7,2,20,10746,14,159,9316,5940,14151,28079,8665,14,106,5080,10,84,3120,8,59
KR_5659294947,2210,False,53,Blitzcrank,UTILITY,MIDDLE,SUPPORT,Blue,3,1,2,6,2,10,11,79,10397,16,34,7181,2165,11509,37937,18179,17,132,2864,6,11,6483,8,23
KR_6085982558,974,False,18,Tristana,BOTTOM,NONE,SUPPORT,Blue,0,0,0,0,2,3,3,10,6195,9,111,1729,1729,5559,6752,4574,8,85,4473,7,73,2649,5,34
KR_5621030268,1925,False,122,Darius,TOP,TOP,SOLO,Red,0,1,0,4,9,8,9,17,12671,16,170,5869,5033,35723,38483,12123,16,131,3124,8,63,3328,8,43
KR_5578063681,2103,True,82,Mordekaiser,TOP,TOP,SOLO,Blue,3,2,0,10,13,9,13,21,16569,18,186,7693,4222,34305,35608,13277,18,154,4275,9,65,3181,8,45
KR_4950938541,1412256,True,37814848,Pantheon,UTILITY,BOTTOM,SUPPORT,Red,3,2,1,10,4,6,13,39,8233,12,34,2403,1605,7521,12165,6907,10,21,2429,6,19,3138,6,15
KR_5805869837,1876,False,45,Veigar,MIDDLE,MIDDLE,SOLO,Blue,0,0,0,3,6,7,11,24,10164,15,143,6390,0,15594,21165,14429,17,172,3131,8,63,4060,9,77
KR_5904647303,2696,False,51,Caitlyn,BOTTOM,BOTTOM,CARRY,Red,3,1,0,2,3,13,12,22,15029,18,210,6744,2245,14243,33713,28826,18,304,3226,7,60,3989,6,83
KR_5964244726,1415,True,101,Xerath,MIDDLE,MIDDLE,SOLO,Blue,2,2,1,11,0,1,7,10,7745,13,111,4399,1260,12750,7433,7194,12,128,3273,8,56,3311,8,72
KR_6041381742,875,False,104,Graves,JUNGLE,NONE,SUPPORT,Red,0,0,0,0,1,2,1,9,4361,8,11,423,0,2271,8076,7453,10,4,3377,7,59,4770,8,58
KR_5804088430,1953,False,246,Qiyana,MIDDLE,MIDDLE,SOLO,Red,1,0,1,1,4,13,8,13,10848,16,151,2464,0,19489,27356,19263,17,242,3616,8,60,4903,9,75
